@id,last_update,name,category,email,telephone,siret,website,publisher_id,publisher_legal_name,zipcode,address,city,department,department_code,region,qualite_tourisme,coordinates,comp_on_email_ok,comp_on_email_poi,comp_on_tel_ok,comp_on_tel_poi,comp_on_web_ok,comp_on_web_poi,comp_on_address_ok,comp_on_address_poi,comp_full_name_ok,comp_full_name_poi,comp_on_geo_ok,comp_on_geo_poi,id_data_gouv,matched
https://data.datatourisme.fr/49/01f70554-f96e-3920-937d-a58cbd34119e,2022-01-02,hotel amiral,accommodation hotel hoteltrade lodgingbusiness,amiral@hotel-nantes.fr,+33 2 40 73 56 69,,hotel-nantes.fr,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,44000,26 bis rue scribe,nantes,loire-atlantique,44,pays de la loire,True,"47.214060,-1.562901",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/6/01aeaade-bdc9-303b-87a0-46ab2618173c,2022-02-07,gîte du chêne,accommodation lodgingbusiness rentalaccommodation,gites.veuxhaulles.chene.cabane@orange.fr,+33 6 07 84 41 85,,giteducheneveuxhaulles.simdif.com/index.html,https://data.datatourisme.fr/0f232c28-833c-38b8-a5fa-94dca0c04925,bourgogne-franche-comté tourisme,21520,3 rue du chêne,veuxhaulles-sur-aube,côte-d'or,21,bourgogne-franche-comté,True,"47.943542,4.803284",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/10/020990f9-c13c-38e0-92b3-4d4ae4cfcb83,2022-08-05,la brasserie du casino,foodestablishment restaurant,info@brasserie-du-casino.com,+33 3 87 09 59 78,53161854400013,brasserie-du-casino.com,https://data.datatourisme.fr/20532ef0-d667-3379-a67a-acc084fad788,système d’information touristique lorrain,57200,1 rue du colonel edouard cazal,sarreguemines,moselle,57,grand est,True,"49.110559,7.072857",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/23/02b39a17-d667-31b9-9a27-c3ff4a9c2d14,2022-02-23,le musée de la maison de la noisette,culturalsite interpretationcentre localbusiness,contact@lamaisondelanoisette.com,+33 5 53 95 98 29,,lamaisondelanoisette.com,https://data.datatourisme.fr/224c22ca-928b-302c-88eb-1b5127f13950,sirtaqui nouvelle-aquitaine,47360,,lacépède,lot-et-garonne,47,nouvelle-aquitaine,True,"44.323441,0.452958",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/30/02288983-3e03-3da7-8bda-4a8efe7e9a15,2022-07-26,le mémorial de caen,culturalsite localbusiness museum,,,,billetterie-memorial.fr,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,14050,cs 55026 esplanade eisenhower,caen,calvados,14,normandie,True,"49.197365,-0.383970",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/46/0210c525-b12d-3baf-823f-664a04c35b6d,2022-08-07,domaine de suscinio,castle culturalsite defencesite fortifiedcastle park parkandgarden remarkablebuilding,,+33 2 97 41 91 91,,suscinio.fr,https://data.datatourisme.fr/aba97bfe-e2bc-3c19-859b-9b42aeca13e7,morbihan tourisme,56370,route du duc jean v suscinio,sarzeau,morbihan,56,bretagne,True,"47.513340,-2.728689",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/23/036e1743-36b8-3488-a43f-533b0d9017cb,2022-06-11,plage d'ondres,beach landform naturalheritage sportsandleisureplace,,,,plages-landes.info,https://data.datatourisme.fr/224c22ca-928b-302c-88eb-1b5127f13950,sirtaqui nouvelle-aquitaine,40440,,ondres,landes,40,nouvelle-aquitaine,True,"43.577415,-1.488169",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/46/03859a07-1518-3ce5-89fc-b4c3b5e51c40,2022-06-09,hôtel rex hôtel,accommodation foodestablishment hotel hoteltrade lodgingbusiness,,+33 2 97 64 25 60,,rex-hotel-lorient.com,https://data.datatourisme.fr/aba97bfe-e2bc-3c19-859b-9b42aeca13e7,morbihan tourisme,56100,28 cours de chazelles,lorient,morbihan,56,bretagne,True,"47.754330,-3.362496",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/46/0389189f-8248-372a-a56c-99c16b3b6b83,2022-06-09,hôtel victor hugo,accommodation foodestablishment hotel hoteltrade lodgingbusiness,contact@hotelvictorhugo-lorient.com,+33 2 97 21 16 24,,hotelvictorhugo-lorient.com,https://data.datatourisme.fr/aba97bfe-e2bc-3c19-859b-9b42aeca13e7,morbihan tourisme,56100,36 rue lazare carnot,lorient,morbihan,56,bretagne,True,"47.742120,-3.360986",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/49/03652b80-1a8f-3dfb-8cc5-77b3d52c7e1a,2022-03-22,the originals city hôtel inter-hôtel novella nantes,accommodation hotel hoteltrade lodgingbusiness,ls4418@inter-hotel.com,+33 2 40 74 17 25,,novella-nantes-centre.com,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,44000,38 rue de richebourg,nantes,loire-atlantique,44,pays de la loire,True,"47.217732,-1.545188",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/49/03c9d27f-55c4-322b-9d6a-ee28c2e7f31e,2022-08-04,hôtel le canter,accommodation hotel hoteltrade lodgingbusiness,contact@hotel-lecanter.fr,+33 2 41 50 37 88,,hotel-lecanter.fr,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,49400,1 place de la sénatorerie saint-hilaire-saint-florent,saumur,maine-et-loire,49,pays de la loire,True,"47.265040,-0.100273",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/5/03dc0797-6038-3754-b4d2-51e6ac8f5913,2021-02-12,meublé de madame claire schmidt,accommodation lodgingbusiness rentalaccommodation selfcateringaccommodation,rschmidt@sfr.fr,+33 3 89 82 61 70,,,https://data.datatourisme.fr/f9be77db-d6c0-3a31-9fa8-638da3098074,système d'informations touristique alsace,68830,8 rue du treh,oderen,haut-rhin,68,grand est,True,"47.910511,6.977831",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/5/03dff0ff-8f31-38b6-9a7e-e3f31e6b1cea,2022-04-07,hôtel-restaurant auberge de france,accommodation hotel hoteltrade lodgingbusiness,aubergedefrancekruth@gmail.com,+33 3 89 82 28 02,,aubergedefrance.fr,https://data.datatourisme.fr/f9be77db-d6c0-3a31-9fa8-638da3098074,système d'informations touristique alsace,68820,20 grand'rue,kruth,haut-rhin,68,grand est,True,"47.925933,6.968443",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/56/0333383f-02b6-3901-8d34-37fd6e63eb7a,2022-05-20,holiday inn perpignan,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,contact@hiperpignan.fr,+33 4 68 85 11 11,,hotel-mas-des-arcades.fr,https://data.datatourisme.fr/dd99d1ce-e7fe-3bb7-8926-53ae14d62fd0,pyrénées-orientales tourisme,66100,840 avenue d'espagne,perpignan,pyrénées-orientales,66,occitanie,True,"42.682106,2.893336",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/6/035213c4-142a-3538-a48a-7c1405005352,2022-01-07,gite ferme bio à they,accommodation lodgingbusiness rentalaccommodation,devillairs.michel@fermebiothey.fr,+33 3 84 91 81 33,,fermebiothey.fr,https://data.datatourisme.fr/0f232c28-833c-38b8-a5fa-94dca0c04925,bourgogne-franche-comté tourisme,70190,,sorans-lès-breurey,haute-saône,70,bourgogne-franche-comté,True,"47.383590,6.068916",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/3/0486a0da-4abc-3561-9ee3-9d75f6f5cfb8,2022-07-15,le marius,foodestablishment gourmetrestaurant restaurant,contact@hotel-le-marius.com,+33 3 25 29 31 65,,hotel-le-marius.com,https://data.datatourisme.fr/6c960dda-efb7-39b8-9229-7e88e3a297e4,aube en champagne tourisme,10340,2 place de l'église,les riceys,aube,10,grand est,True,"47.985744,4.365449",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/23/05a65164-baef-372e-8af8-2c49c2abd43f,2022-01-02,ecole de surf silver coast,sportsandleisureplace,silvercoast40@yahoo.fr,+33 6 63 08 67 78,,silvercoast-surf.com,https://data.datatourisme.fr/224c22ca-928b-302c-88eb-1b5127f13950,sirtaqui nouvelle-aquitaine,40200,plage remember (plage nord),mimizan,landes,40,nouvelle-aquitaine,True,"44.218456,-1.297073",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/30/052a9992-8201-3d8b-96a6-e4b57f8d51a8,2022-06-09,la campagnarde,accommodation lodgingbusiness rentalaccommodation selfcateringaccommodation,lacampagnarde76@gmail.com,+33 2 35 90 60 01,,,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,76220,936 chemin des planques,dampierre-en-bray,seine-maritime,76,normandie,True,"49.536610,1.657439",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/30/0554dee9-a214-34df-ac55-4789f58d0111,2022-03-18,hôtel cositel,accommodation hotel hoteltrade lodgingbusiness,accueil@cositel.fr,+33 2 33 19 15 00,,cositel.fr,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,50200,29 rue gérard gaunelle,coutances,manche,50,normandie,True,"49.051359,-1.460109",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/30/056740b1-e6ca-3131-b41f-1acbb8773250,2022-08-01,entre terre et mer - bar à huîtres,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,info@entreterreetmer-honfleur.com,+33 2 31 98 83 33,,entreterreetmer-honfleur.com,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,14600,28-30 place hamelin,honfleur,calvados,14,normandie,True,"49.421524,0.233191",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/49/0540c3d5-7369-32aa-aad1-ca6d2991395e,2022-08-04,rocaminori troglo-hôtel,accommodation hoteltrade lodgingbusiness,contact@rocaminori-hotel.fr,+33 2 41 50 03 12,,rocaminori-hotel.fr,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,49700,13 rue du musée,louresse-rochemenier,maine-et-loire,49,pays de la loire,True,"47.233791,-0.296892",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/5/0577a4e7-8abf-3510-a6ec-0b43a4aab51c,2022-03-11,mercure colmar centre unterlinden,accommodation hotel hoteltrade lodgingbusiness,H0978@accor.com,+33 3 89 41 71 71,,all.accor.com/hotel/0978/index.fr.shtml,https://data.datatourisme.fr/f9be77db-d6c0-3a31-9fa8-638da3098074,système d'informations touristique alsace,68000,15 rue golbéry,colmar,haut-rhin,68,grand est,True,"48.081064,7.357066",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/5/0581704e-b66e-333e-b989-cca09c2ab52a,2022-03-17,restaurant la fischhutte,foodestablishment,contact@fischhutte.com,+33 3 88 97 42 03,,fischhutte.com,https://data.datatourisme.fr/f9be77db-d6c0-3a31-9fa8-638da3098074,système d'informations touristique alsace,67150,30 route de la fischhutte,mollkirch,bas-rhin,67,grand est,True,"48.489705,7.366590",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/5/05e27e37-57a9-3397-aef7-da66d8690735,2022-02-23,meublé de madame stoeltzlen sylvie/ gîtes les bains,accommodation lodgingbusiness rentalaccommodation selfcateringaccommodation,michel.stoeltzlen@wanadoo.fr,+33 3 89 47 98 30,,giteslesbainsriquewihr.com,https://data.datatourisme.fr/f9be77db-d6c0-3a31-9fa8-638da3098074,système d'informations touristique alsace,68340,6 rue de la 1ère armée,riquewihr,haut-rhin,68,grand est,True,"48.166248,7.297071",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/56/05a307a2-c0e4-33ca-8842-679a36c30882,2022-04-26,extreme c.t.p.,activityprovider,extremectp66@gmail.com,+33 7 83 95 20 17,,extremectp.fr/r%C3%A9servation,https://data.datatourisme.fr/dd99d1ce-e7fe-3bb7-8926-53ae14d62fd0,pyrénées-orientales tourisme,66360,44 rue de la libération,olette,pyrénées-orientales,66,occitanie,True,"42.554952,2.269533",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/10/065d5686-fa6a-30e3-bd66-857af5b7696b,2022-04-07,restaurant le diamant,foodestablishment restaurant,hotel.lesvallees@labellemontagne.com,+33 3 29 25 41 39,438975583,lesvallees-labresse.com,https://data.datatourisme.fr/20532ef0-d667-3379-a67a-acc084fad788,système d’information touristique lorrain,88250,31 rue paul claudel,la bresse,vosges,88,grand est,True,"48.007639,6.881883",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/21/06d95b68-8229-30bd-8cb3-76dc361ba8c2,2022-06-15,hôtel restaurant le sablier du temps,accommodation hotel hoteltrade lodgingbusiness,lesablierdutemps@wanadoo.fr,+33 5 55 28 94 90,,lesablierdutemps.fr,https://data.datatourisme.fr/88ae3811-2192-31ee-8dc5-320d93de1273,haute vienne tourisme,19400,,argentat-sur-dordogne,corrèze,19,nouvelle-aquitaine,True,"45.094515,1.937397",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/21/06f0bccf-e288-3929-902e-e462e3491d5d,2021-01-07,le clos vangueil,accommodation lodgingbusiness rentalaccommodation selfcateringaccommodation,defrance.mf@wanadoo.fr,+33 5 49 02 39 00,,closvangueil.com,https://data.datatourisme.fr/88ae3811-2192-31ee-8dc5-320d93de1273,haute vienne tourisme,86210,,archigny,vienne,86,nouvelle-aquitaine,True,"46.701316,0.686656",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/41/06adea64-0049-3690-897b-141b87efa3a0,2022-05-02,hôtel mercure carcassonne - la cité,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,h1622@accor.com,+33 4 68 11 92 82,,cite-hotels.com/fr/etablissements/hotel-mercure.html,https://data.datatourisme.fr/fb87ecf8-ae09-30fa-8e57-1db106653547,agence de développement touristique de l'aude,11000,18 rue camille saint saëns,carcassonne,aude,11,occitanie,True,"43.206776,2.369606",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/49/061187a3-d49c-3a6c-a047-d80845a56afb,2022-05-12,terres cuites yvon cailleau,localbusiness tastingprovider,contact@cailleau.fr,+33 2 41 76 32 09,,cailleau.fr,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,49430,24 route de bazouges atelier le croc,les rairies,maine-et-loire,49,pays de la loire,True,"47.655192,-0.202158",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/49/0673d2a5-43fc-396f-980e-0208ac458a8b,2021-12-15,aquilon,foodestablishment,info@hotelaquilon.com,+33 2 51 76 67 66,,hotelaquilon.com,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,44600,2 rue michel ange - océanis,saint-nazaire,loire-atlantique,44,pays de la loire,True,"47.257919,-2.268409",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/5/060d52e7-23ae-3008-93bf-1175dc2a33b3,2022-06-16,restaurant le lohkäs,foodestablishment,contact@lohkas.com,+33 3 88 32 05 26,,lohkas.com,https://data.datatourisme.fr/f9be77db-d6c0-3a31-9fa8-638da3098074,système d'informations touristique alsace,67000,25 rue du bain aux plantes,strasbourg,bas-rhin,67,grand est,True,"48.581524,7.740350",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/6/0684cb64-11cb-3ca3-92b3-408d7a1a3057,2022-03-22,le petit gîte de la grange combaret,accommodation lodgingbusiness rentalaccommodation,info@grange-combaret.com,+33 3 84 73 52 90,,grange-combaret.com,https://data.datatourisme.fr/0f232c28-833c-38b8-a5fa-94dca0c04925,bourgogne-franche-comté tourisme,39110,23 rue de salins,cernans,jura,39,bourgogne-franche-comté,True,"46.932620,5.929056",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/22/073634ca-edae-3755-b9f6-9bd1ed81f2df,2022-06-20,cajarc blue hotel & spa,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,,,,logishotels.com/fr/hotel/cajarc-blue-hotel-spa-9845?partid=598&layout=search&ref=r,https://data.datatourisme.fr/3b64f734-2a28-31c8-b14d-ca5178bfbaeb,lot tourisme - agence de développement touristique du lot,46160,380 avenue françois mitterrand,cajarc,lot,46,occitanie,True,"44.485528,1.848685",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/31/0778e2aa-d015-3e3e-a2d7-e2a160fdb0b2,2022-03-15,grimpe et cimes - labyrinthe - chasse au trésor,activityprovider amusementpark leisurecomplex leisuresportactivityprovider localbusiness sportsandleisureplace themepark,contact@grimpe-et-cimes.com,+33 6 71 57 78 81,,grimpe-et-cimes.com,https://data.datatourisme.fr/66be3cfa-8d5c-34e7-87b1-87e1705c3fc4,adt aveyron,12410,les vernhes - lac de pareloup,salles-curan,aveyron,12,occitanie,True,"44.203700,2.778055",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/6/07881240-8e50-301c-abbe-696526cc165b,2022-03-08,les chalets à la ferme,accommodation lodgingbusiness rentalaccommodation,chaletsalaferme.jura@orange.fr,+33 3 84 51 83 56,,chaletsalaferme.free.fr,https://data.datatourisme.fr/0f232c28-833c-38b8-a5fa-94dca0c04925,bourgogne-franche-comté tourisme,39300,13 rue de la jette,lent,jura,39,bourgogne-franche-comté,True,"46.744120,5.976310",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/30/081db53d-2381-32e2-a90c-cbb41b5b8a03,2022-08-01,le gardens mercure,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,h1725@accor.com,+33 2 31 61 17 17,,hotellisieux.com,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,14100,177 rue roger aini,lisieux,calvados,14,normandie,True,"49.146627,0.230102",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/30/089e2bbf-68ac-36c1-a556-ba38b100da0c,2022-01-02,camping les chevaliers de malte,accommodation camping campingandcaravanning lodgingbusiness,campingleschevaliersdemalte@gmail.com,+33 2 33 59 49 04,,camping-deschevaliers.com,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,50800,2 impasse pré de la rose villedieu-les-poeles,villedieu-les-poêles-rouffigny,manche,50,normandie,True,"48.836418,-1.217195",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/31/08b9e44b-2883-3cd4-b498-5ff7d3f33d12,2022-04-27,château du bosc - demeure de toulouse-lautrec,castle culturalsite remarkablebuilding,contact@chateaudubosc.fr,+33 5 65 69 20 83,,chateaudubosc.com,https://data.datatourisme.fr/66be3cfa-8d5c-34e7-87b1-87e1705c3fc4,adt aveyron,12800,,camjac,aveyron,12,occitanie,True,"44.164526,2.380348",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/49/0877773d-4eea-391c-a629-a0d055355045,2022-08-04,restaurant la citadelle,foodestablishment restaurant,contact@lechampalud.com,+33 2 40 83 50 09,,lechampalud.com,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,49270,1 place du chanoine bricard champtoceaux,orée d'anjou,maine-et-loire,49,pays de la loire,True,"47.337493,-1.266019",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/49/08a6304a-9abc-3daa-9b8a-276005750e7a,2022-01-07,brit hotel atlantel,accommodation hoteltrade lodgingbusiness,atlantel@brithotel.fr,+33 2 40 57 10 80,,hotel-nantes-vigneux.brithotel.fr,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,44360,rue les 4 nations n 165,vigneux-de-bretagne,loire-atlantique,44,pays de la loire,True,"47.326928,-1.738070",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/5/084118e0-7373-3b7b-b946-994472a788b5,2022-04-25,musée alsacien,culturalsite localbusiness museum,,+33 3 68 98 50 00,,musees.strasbourg.eu,https://data.datatourisme.fr/f9be77db-d6c0-3a31-9fa8-638da3098074,système d'informations touristique alsace,67000,23-25 quai saint-nicolas,strasbourg,bas-rhin,67,grand est,True,"48.579175,7.750546",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/30/095c7f5a-0eb8-348e-b378-d504fcf0ed3b,2022-08-01,hôtel mercure caen côte de nacre,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,,,,mercure-caen-cote-de-nacre.com,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,14200,2 place boston citis,hérouville-saint-clair,calvados,14,normandie,True,"49.203580,-0.333655",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/46/09109f1a-520e-3b22-ac43-d33fb73a129b,2022-06-09,"the originals city, hotel manche-océan",accommodation foodestablishment hotel hoteltrade lodgingbusiness,,+33 2 97 47 26 46,,manche-ocean.com,https://data.datatourisme.fr/aba97bfe-e2bc-3c19-859b-9b42aeca13e7,morbihan tourisme,56000,31 rue du lieutenant colonel maury,vannes,morbihan,56,bretagne,True,"47.660690,-2.756001",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/56/095ae81a-7696-3c1d-a634-ba10a8cdbc31,2022-05-16,domaine pic joan et domaine du mas blanc,localbusiness producer tastingprovider,domainepicjoan@orange.fr,+33 4 68 98 74 41,,domaine-pic-joan.com,https://data.datatourisme.fr/dd99d1ce-e7fe-3bb7-8926-53ae14d62fd0,pyrénées-orientales tourisme,66650,avenue alain gerbault route départementale 914,banyuls-sur-mer,pyrénées-orientales,66,occitanie,True,"42.485651,3.130112",False,,False,,False,,False,,False,,False,,,False
https://data.datatourisme.fr/30/0a5fc808-d7e8-36f9-8760-52d3e13a4e0e,2022-04-07,hôtel ibis avranches baie du mont saint-michel,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,h0882@accor.com,+33 2 33 89 64 89,,ibishotel.com/0882,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,50220,47 rue des estuaires rn 175,saint-quentin-sur-le-homme,manche,50,normandie,True,"48.648989,-1.347898",False,,False,,False,,False,,False,,False,,,False
