id,last_update,name,category,email,telephone,siret,website,publisher_id,publisher_legal_name,zipcode,address,city,department,department_code,region,qualite_tourisme,coordinates
https://data.datatourisme.fr/30/0075b425-3bee-3e37-ae93-5f5a5535d1b2,2022-06-08,abbaye sainte-trinité de la lucerne,culturalsite religioussite,accueil@abbaye-lucerne.fr,+33 2 33 60 58 98,,abbaye-lucerne.fr,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,50320,,la lucerne-d'outremer,manche,50,normandie,True,"48.791665,-1.467307"
https://data.datatourisme.fr/30/00daf6a3-a1b2-3c01-8c91-6ed4b606573f,2022-07-07,musée d'art et d'histoire baron gérard (mahb),culturalsite localbusiness museum,mahb@mairie-bayeux.fr,+33 2 31 51 25 50,,bayeuxmuseum.com,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,14400,37 rue du bienvenu,bayeux,calvados,14,normandie,True,"49.276085,-0.703649"
https://data.datatourisme.fr/32/006da0b1-63ca-37ba-8e79-d76df317dcb8,2022-04-05,disini luxury hotel spa montpellier,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,contact@disini-hotel.com,+33 4 67 41 97 86,,disini-hotel.com,https://data.datatourisme.fr/febedded-d61e-398a-afe4-6ddebe34211c,hérault tourisme,34160,1 rue des carrières,castries,hérault,34,occitanie,True,"43.684430,3.991212"
https://data.datatourisme.fr/41/00727ebf-9a0e-3dca-84b9-8eb31db4b913,2022-03-15,camping mer sable soleil,accommodation camping campingandcaravanning lodgingbusiness,contact@mer-sable-soleil.com,+33 4 68 40 00 90,,mer-sable-soleil.fr,https://data.datatourisme.fr/fb87ecf8-ae09-30fa-8e57-1db106653547,agence de développement touristique de l'aude,11370,chemin du mouret,leucate,aude,11,occitanie,True,"42.900782,3.052870"
https://data.datatourisme.fr/46/00858fa9-59f4-3816-b359-f4d9a95d5225,2022-06-09,hôtel le branhoc,accommodation foodestablishment hotel hoteltrade lodgingbusiness,contact@hotel-lebranhoc.com,+33 2 97 56 41 55,,auditel-hotel.fr,https://data.datatourisme.fr/aba97bfe-e2bc-3c19-859b-9b42aeca13e7,morbihan tourisme,56400,5 route du bono,auray,morbihan,56,bretagne,True,"47.664890,-2.966862"
https://data.datatourisme.fr/46/00858fa9-59f4-3816-b359-f4d9a95d5225,,hôtel le branhoc,,,,,hotel-lebranhoc.com,,,,,,,,,False,
https://data.datatourisme.fr/46/00ab468a-752a-3637-8107-68dd9a6e2a5a,2022-06-28,restaurant panoramique du tumulus,foodestablishment gourmetrestaurant restaurant,,+33 2 97 52 08 21,,hotel-tumulus.com,https://data.datatourisme.fr/aba97bfe-e2bc-3c19-859b-9b42aeca13e7,morbihan tourisme,56340,chemin du tumulus,carnac,morbihan,56,bretagne,True,"47.586380,-3.073866"
https://data.datatourisme.fr/46/00ab468a-752a-3637-8107-68dd9a6e2a5a,,restaurant panoramique du tumulus,,,+33 2 97 52 80 58,,,,,,,,,,,False,
https://data.datatourisme.fr/46/00ab468a-752a-3637-8107-68dd9a6e2a5a,,restaurant panoramique du tumulus,,commercial@hotel-tumulus.com,,,,,,,,,,,,False,
https://data.datatourisme.fr/46/00ab468a-752a-3637-8107-68dd9a6e2a5a,,restaurant panoramique du tumulus,,info@hotel-tumulus.com,,,,,,,,,,,,False,
https://data.datatourisme.fr/46/00ab468a-752a-3637-8107-68dd9a6e2a5a,,restaurant panoramique du tumulus,,servicecommercial@hotel-tumulus.com,,,,,,,,,,,,False,
https://data.datatourisme.fr/47/0012cf7a-850f-358e-acbf-93f6452dc2d5,2022-05-20,camping le pradal,accommodation camping campingandcaravanning lodgingbusiness,camping-le-pradal@orange.fr,+33 4 66 61 79 81,,campinganduze.com,https://data.datatourisme.fr/e900ea22-f191-39f5-84c7-0f5355f1b3bf,gard tourisme,30140,200 route de générargues,anduze,gard,30,occitanie,True,"44.062340,3.982922"
https://data.datatourisme.fr/47/005a7678-bc71-37b8-807c-9840633f2091,2022-05-20,manade pierre aubanel et baroncelli,culturalsite,berenger.aubanel@gmail.com,,,,https://data.datatourisme.fr/e900ea22-f191-39f5-84c7-0f5355f1b3bf,gard tourisme,30800,mas du petit barjac route de fourques,saint-gilles,gard,30,occitanie,True,"43.686620,4.456175"
https://data.datatourisme.fr/48/0004c013-0e04-3237-ad07-c36e68a04fda,2022-04-11,les voiliers,accommodation hoteltrade lodgingbusiness,accueil@lesvoiliers.fr,+33 3 25 87 05 74,,lesvoiliers.fr,https://data.datatourisme.fr/081c4049-7ed3-3499-943a-07e169c91044,maison départementale du tourisme de la haute-marne,52200,1 rue des voiliers clara champonnois et pauline joannard lac de la liez - peigney,langres,haute-marne,52,grand est,True,"47.868517,5.372400"
https://data.datatourisme.fr/49/0053373c-af29-3735-8191-49611bc2f5a2,2022-07-22,le relais saint-clair,foodestablishment restaurant,relaisclair@wanadoo.fr,+33 2 40 87 66 11,,relais-saint-clair.com,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,44530,31 rue de l'isac,guenrouet,loire-atlantique,44,pays de la loire,True,"47.522840,-1.951110"
https://data.datatourisme.fr/49/00821792-49e2-33e4-8f2c-2c231ea7a3b6,2022-07-22,sunêlia le fief,accommodation camping campingandcaravanning lodgingbusiness,camping@lefief.com,+33 2 40 27 23 86,,camping-le-fief.com,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,44250,57 chemin du fief,saint-brevin-les-pins,loire-atlantique,44,pays de la loire,True,"47.235060,-2.166780"
https://data.datatourisme.fr/49/00cb019c-b3d7-354c-be2b-90d83cc8037a,2022-01-02,cabane du randonneur camping la promenade,accommodation lodgingbusiness rentalaccommodation,contact@campinglapromenade.com,+33 2 41 39 02 68,,campinglapromenade.com,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,49570,41 la promenade montjean-sur-loire,mauges-sur-loire,maine-et-loire,49,pays de la loire,True,"47.391845,-0.870565"
https://data.datatourisme.fr/49/00cb019c-b3d7-354c-be2b-90d83cc8037a,,cabane du randonneur camping la promenade,,,+33 6 26 32 60 28,,,,,,,,,,,False,
https://data.datatourisme.fr/49/00dc7eed-9d81-36c6-b2d9-cd96f3f42f5c,2020-05-15,hôtel ibis styles nantes centre place royale,accommodation hotel hoteltrade lodgingbusiness,ibisstyles.nantes-royale@orange.fr,+33 2 40 35 74 50,,ibis.com/fr/hotel-6855-ibis-styles-nantes-centre-place-royale/index.shtml,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,44000,3 rue du couëdic,nantes,loire-atlantique,44,pays de la loire,True,"47.214292,-1.557301"
https://data.datatourisme.fr/56/00f65669-122d-3cbf-ab84-57ba1f8521ac,2022-07-11,can marty,foodestablishment,,+33 4 68 53 61 40,,,https://data.datatourisme.fr/dd99d1ce-e7fe-3bb7-8926-53ae14d62fd0,pyrénées-orientales tourisme,66300,13 boulevard léon-jean grégory,thuir,pyrénées-orientales,66,occitanie,True,"42.633488,2.757272"
https://data.datatourisme.fr/56/00f65669-122d-3cbf-ab84-57ba1f8521ac,,can marty,,cortie.jeanfrancois@neuf.fr,,,restaurant-can-marty.com,,,,,,,,,False,
https://data.datatourisme.fr/56/00ff2884-8542-3e40-ad86-8fa8b47a8a8f,2022-07-12,l'almandin,foodestablishment gourmetrestaurant restaurant,contact@hotel-ile-lagune.com,+33 4 68 21 01 02,,almandin.fr,https://data.datatourisme.fr/dd99d1ce-e7fe-3bb7-8926-53ae14d62fd0,pyrénées-orientales tourisme,66750,boulevard de l'almandin hôtel ile de la lagune,saint-cyprien,pyrénées-orientales,66,occitanie,True,"42.609398,3.036201"
https://data.datatourisme.fr/10/018ff31b-bcab-3374-9b31-c0084f15ef75,2022-04-15,camping jp vacances,accommodation camping campingandcaravanning lodgingbusiness,info@jpvacances.com,+33 3 29 61 81 27,39069614400018,jpvacances.com,https://data.datatourisme.fr/20532ef0-d667-3379-a67a-acc084fad788,système d’information touristique lorrain,88530,15 chemin de l'etang de noirrupt,le tholy,vosges,88,grand est,True,"48.089242,6.728050"
https://data.datatourisme.fr/14/01de4c21-eacf-334d-a605-52507a4696e6,2016-02-19,restaurant le rialto,foodestablishment restaurant,maggy.berteloot@wanadoo.fr,+33 3 21 12 60 39,,le-rialto.fr,https://data.datatourisme.fr/830481a6-d4b9-39ed-9795-075e6d44f955,pas-de-calais tourisme,62500,64 bis rue carnot,saint-omer,pas-de-calais,62,hauts-de-france,True,"50.750410,2.257732"
https://data.datatourisme.fr/15/016d5cd8-537e-3f14-93c5-a79675e2b939,2022-05-30,ibis blois vallée maillard - location de salle et séminaire,businessplace,h0599@accor.com,+33 2 54 74 60 60,,ibishotel.com,https://data.datatourisme.fr/bba35b4d-022c-3fa7-90a3-07eba818e3a5,sit centre-val de loire,41000,15 rue de la vallée maillard,blois,loir-et-cher,41,centre-val de loire,True,"47.600000,1.330000"
https://data.datatourisme.fr/15/016d5cd8-537e-3f14-93c5-a79675e2b939,,ibis blois vallée maillard - location de salle et séminaire,,H0599@accor.com,,,,,,,,,,,,False,
https://data.datatourisme.fr/23/01bb273a-e850-306b-9140-a6288eb6c64b,2022-04-22,la bastide,accommodation hotel hoteltrade lodgingbusiness,hotellabastide@orange.fr,+33 5 53 30 22 67,,,https://data.datatourisme.fr/224c22ca-928b-302c-88eb-1b5127f13950,sirtaqui nouvelle-aquitaine,24550,route de cahors,villefranche-du-périgord,dordogne,24,nouvelle-aquitaine,True,"44.628854,1.080576"
https://data.datatourisme.fr/23/01cfa28c-880e-37ed-8ade-55e23459e72b,2022-07-01,camping village resort & spa le vieux port,accommodation camping campingandcaravanning lodgingbusiness,contact@resasol.com,+33 5 58 48 22 00,,levieuxport.com,https://data.datatourisme.fr/0b90f4cb-87fc-3072-a8d4-e7bf848f158d,sirtaqui nouvelle-aquitaine,40660,850 route de la plage sud resort & spa,messanges,landes,40,nouvelle-aquitaine,True,"43.798033,-1.401164"
https://data.datatourisme.fr/23/01cfa28c-880e-37ed-8ade-55e23459e72b,,camping village resort & spa le vieux port,,,,,levieuxport.com/?utm_source=landesatlantiquesud.com&utm_medium=fiche-VP&utm_campaign=partenariat,,,,,,,,,False,
https://data.datatourisme.fr/23/01f0b3f0-82d1-3108-b046-b639e36d82c1,2022-01-31,office de tourisme de seignosse,localtouristoffice touristinformationcenter,contact@seignosse-tourisme.com,+33 5 58 43 32 15,,seignosse-tourisme.com,https://data.datatourisme.fr/224c22ca-928b-302c-88eb-1b5127f13950,sirtaqui nouvelle-aquitaine,40510,1 avenue des lacs,seignosse,landes,40,nouvelle-aquitaine,True,"43.707839,-1.429860"
https://data.datatourisme.fr/30/01025ce7-fd85-3c39-9417-b4b278062bcb,2022-07-23,les camélias,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,cameliashotel@wanadoo.fr,+33 2 33 37 93 11,,cameliashotel.com,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,61140,6 avenue du château de couterne bagnoles de l orne,bagnoles de l'orne normandie,orne,61,normandie,True,"48.549351,-0.417610"
https://data.datatourisme.fr/30/01532d52-f102-30f0-ae3d-9ffe67180e97,2022-07-24,hôtel les trois rois,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,les3roisyy@orange.fr,+33 2 31 37 56 06,,,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,14310,2 place jeanne d'arc,villers-bocage,calvados,14,normandie,True,"49.079480,-0.659989"
https://data.datatourisme.fr/30/01709e1e-c149-32e7-a973-2c3b3a22855d,2022-06-29,la spiriterie française - château du breuil - normandie,culturalsite localbusiness producer tastingprovider technicalheritage,visite@chateau-breuil.fr,+33 2 31 65 60 00,,chateau-breuil.com,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,14130,les jourdains,le breuil-en-auge,calvados,14,normandie,True,"49.229859,0.215081"
https://data.datatourisme.fr/33/01c4a09a-121e-3009-8491-19b31166c9a9,2022-07-04,hotel le commerce,accommodation foodestablishment hotel hotelrestaurant hoteltrade lodgingbusiness restaurant,contact@commerce31.com,+33 5 62 00 97 00,,commerce31.com,https://data.datatourisme.fr/603b11b8-9a04-3ce4-ad2d-edd22cda9eb3,comite departemental du tourisme de la haute-garonne,31800,2 avenue de boulogne,saint-gaudens,haute-garonne,31,occitanie,True,"43.110080,0.723190"
https://data.datatourisme.fr/33/01c4a09a-121e-3009-8491-19b31166c9a9,,hotel le commerce,,,,,contact-hotel.com/hotel-france/1064/hotel-du-commerce-saint-gaudens.htm,,,,,,,,,False,
https://data.datatourisme.fr/41/01604773-6252-37bd-bd56-8a9663b6da9e,2022-06-23,auberge des lices,foodestablishment restaurant,leslices@blasco.fr,+33 4 68 72 34 07,,aubergedeslices.com,https://data.datatourisme.fr/fb87ecf8-ae09-30fa-8e57-1db106653547,agence de développement touristique de l'aude,11000,3 rue raymond roger de trencavel la cité,carcassonne,aude,11,occitanie,True,"43.205267,2.363726"
https://data.datatourisme.fr/42/019d222c-60b0-38ff-9193-c6d4a8ee677c,2022-04-08,gîte de l'étang,accommodation accommodationproduct chalet lodgingbusiness product rentalaccommodation selfcateringaccommodation,,+33 6 70 94 90 17,,,https://data.datatourisme.fr/13bc82f8-34ad-3246-b65b-bdd79680d984,ardennes tourisme,08170,3 rue de la douane,hargnies,ardennes,08,grand est,True,"50.018210,4.794419"
https://data.datatourisme.fr/49/011071e4-249b-3a7b-9e2b-2240e8bfd099,2022-03-10,hotel oasis,accommodation hotel hoteltrade lodgingbusiness,oasis@oasis.fr,+33 2 43 03 28 67,,oasis.fr,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,53700,la sourderie route de javron,villaines-la-juhel,mayenne,53,pays de la loire,True,"48.353806,-0.286163"
https://data.datatourisme.fr/49/014f52b8-dac7-3875-af80-01a6b319e364,2022-01-02,gite de la charmeliere - le gardenia - cottage sympa,accommodation lodgingbusiness rentalaccommodation selfcateringaccommodation,contact@gites-charmeliere-44.fr,+33 6 80 24 78 37,,gites-charmeliere-44.fr,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,44470,3 impasse de la charmelière,carquefou,loire-atlantique,44,pays de la loire,True,"47.298075,-1.475842"
https://data.datatourisme.fr/49/01e7ceff-7f7d-3904-8414-a09acc7d372a,2022-01-02,hôtel restaurant auberge de la foret,accommodation hoteltrade lodgingbusiness,reservation@auberge-delaforet.fr,+33 2 40 51 20 26,,auberge-delaforet.fr,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,44130,33 la maillardais,le gâvre,loire-atlantique,44,pays de la loire,True,"47.527104,-1.766503"
https://data.datatourisme.fr/49/01f70554-f96e-3920-937d-a58cbd34119e,2022-01-02,hotel amiral,accommodation hotel hoteltrade lodgingbusiness,amiral@hotel-nantes.fr,+33 2 40 73 56 69,,hotel-nantes.fr,https://data.datatourisme.fr/cb37ecba-e500-37e7-b601-64f9b1ef5b04,esprit pays de la loire,44000,26 bis rue scribe,nantes,loire-atlantique,44,pays de la loire,True,"47.214060,-1.562901"
https://data.datatourisme.fr/5/0147a769-3052-34d2-b315-be076deccc24,2022-01-04,le lodge hôtel,accommodation hotel hoteltrade lodgingbusiness,strasbourg-lodge@brithotel.fr,+33 3 88 36 00 17,,hotel-strasbourg.brithotel.fr,https://data.datatourisme.fr/f9be77db-d6c0-3a31-9fa8-638da3098074,système d'informations touristique alsace,67200,10 rue paul eluard,strasbourg,bas-rhin,67,grand est,True,"48.588254,7.697307"
https://data.datatourisme.fr/6/01aeaade-bdc9-303b-87a0-46ab2618173c,2022-02-07,gîte du chêne,accommodation lodgingbusiness rentalaccommodation,gites.veuxhaulles.chene.cabane@orange.fr,+33 6 07 84 41 85,,giteducheneveuxhaulles.simdif.com/index.html,https://data.datatourisme.fr/0f232c28-833c-38b8-a5fa-94dca0c04925,bourgogne-franche-comté tourisme,21520,3 rue du chêne,veuxhaulles-sur-aube,côte-d'or,21,bourgogne-franche-comté,True,"47.943542,4.803284"
https://data.datatourisme.fr/6/01f65336-0be6-37eb-b0a5-3e54ea44ccc9,2022-01-31,les vergers-potagers du château de montigny-sur-aube,culturalsite,info@chateaudemontigny.com,,,chateaudemontigny.com,https://data.datatourisme.fr/0f232c28-833c-38b8-a5fa-94dca0c04925,bourgogne-franche-comté tourisme,21520,2 rue de l'eglise,montigny-sur-aube,côte-d'or,21,bourgogne-franche-comté,True,"47.952544,4.778872"
https://data.datatourisme.fr/10/020990f9-c13c-38e0-92b3-4d4ae4cfcb83,2022-05-20,la brasserie du casino,foodestablishment restaurant,info@brasserie-du-casino.com,+33 3 87 09 59 78,53161854400013,brasserie-du-casino.com,https://data.datatourisme.fr/20532ef0-d667-3379-a67a-acc084fad788,système d’information touristique lorrain,57200,1 rue du colonel edouard cazal,sarreguemines,moselle,57,grand est,True,"49.110559,7.072857"
https://data.datatourisme.fr/10/02ead55a-3906-392c-912c-919bb060754e,2022-04-05,agence inspire metz - office de tourisme de metz,localtouristoffice touristinformationcenter,tourisme@inspire-metz.com,+33 3 87 39 00 00,83208441200010,tourisme-metz.com,https://data.datatourisme.fr/20532ef0-d667-3379-a67a-acc084fad788,système d’information touristique lorrain,57000,2 place d'armes,metz,moselle,57,grand est,True,"49.120146,6.176311"
https://data.datatourisme.fr/14/022ff93c-542e-39ed-b9d4-1ef036e91743,2022-02-25,o jardin paisible,landform naturalheritage,jbscrib@hotmail.fr,+33 6 30 68 27 40,,ojardinpaisible.fr,https://data.datatourisme.fr/13bf9c01-ddfc-34da-b05d-64a7fbd4b53e,pas-de-calais tourisme,62140,53 rue de la lombardie,fressin,pas-de-calais,62,hauts-de-france,True,"50.435129,2.039494"
https://data.datatourisme.fr/23/02b39a17-d667-31b9-9a27-c3ff4a9c2d14,2022-02-23,le musée de la maison de la noisette,culturalsite interpretationcentre localbusiness,contact@lamaisondelanoisette.com,+33 5 53 95 98 29,,lamaisondelanoisette.com,https://data.datatourisme.fr/224c22ca-928b-302c-88eb-1b5127f13950,sirtaqui nouvelle-aquitaine,47360,,lacépède,lot-et-garonne,47,nouvelle-aquitaine,True,"44.323441,0.452958"
https://data.datatourisme.fr/30/02288983-3e03-3da7-8bda-4a8efe7e9a15,2022-07-07,le mémorial de caen,culturalsite localbusiness museum,,,,billetterie-memorial.fr,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,14050,cs 55026 esplanade eisenhower,caen,calvados,14,normandie,True,"49.197365,-0.383970"
https://data.datatourisme.fr/30/02288983-3e03-3da7-8bda-4a8efe7e9a15,,le mémorial de caen,,resa@memorial-caen.fr,+33 2 31 06 06 45,,,,,,,,,,,False,
https://data.datatourisme.fr/30/02346e74-548d-35fb-917a-45ecd62b546a,2022-07-24,hôtel churchill,accommodation hotel hoteltrade lodgingbusiness,,,,secure-hotel-booking.com/smart/churchill-hotel/2GGR/fr,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,14400,14-16 rue saint jean,bayeux,calvados,14,normandie,True,"49.276302,-0.700185"
https://data.datatourisme.fr/30/02346e74-548d-35fb-917a-45ecd62b546a,,hôtel churchill,,info@hotel-churchill.fr,+33 2 31 21 31 80,,hotel-churchill.fr,,,,,,,,,False,
https://data.datatourisme.fr/30/02d1dffd-2627-38c2-bd70-377cfb72fa24,2022-07-24,hôtel bristol,accommodation hotel hoteltrade lodgingbusiness,hotelbristolcaen@gmail.com,+33 2 31 84 59 76,,hotelbristolcaen.com,https://data.datatourisme.fr/4defdc1a-8206-3c08-9055-ccfc3250dd01,comité régional de tourisme normandie,14000,31 rue du 11 novembre,caen,calvados,14,normandie,True,"49.177726,-0.356883"
https://data.datatourisme.fr/41/029e9a98-2ed6-32f7-a5c3-bf88ef382d06,2022-05-24,au royal hôtel,accommodation hotel hoteltrade lodgingbusiness,auroyalhotel@orange.fr,+33 4 68 25 19 12,,auroyal-hotel-carcassonne.com,https://data.datatourisme.fr/fb87ecf8-ae09-30fa-8e57-1db106653547,agence de développement touristique de l'aude,11000,22 boulevard jean jaurès,carcassonne,aude,11,occitanie,True,"43.213699,2.355607"
https://data.datatourisme.fr/46/0210c525-b12d-3baf-823f-664a04c35b6d,2022-07-24,domaine de suscinio,castle culturalsite defencesite fortifiedcastle park parkandgarden remarkablebuilding,,+33 2 97 41 91 91,,suscinio.fr,https://data.datatourisme.fr/aba97bfe-e2bc-3c19-859b-9b42aeca13e7,morbihan tourisme,56370,route du duc jean v suscinio,sarzeau,morbihan,56,bretagne,True,"47.513340,-2.728689"
https://data.datatourisme.fr/46/0210c525-b12d-3baf-823f-664a04c35b6d,,domaine de suscinio,,,+33 2 97 48 90 05,,,,,,,,,,,False,
https://data.datatourisme.fr/46/0210c525-b12d-3baf-823f-664a04c35b6d,,domaine de suscinio,,caroline.vienney@suscinio.fr,,,,,,,,,,,,False,
https://data.datatourisme.fr/46/0210c525-b12d-3baf-823f-664a04c35b6d,,domaine de suscinio,,christophe.bidal@suscinio.fr,,,,,,,,,,,,False,
https://data.datatourisme.fr/46/0210c525-b12d-3baf-823f-664a04c35b6d,,domaine de suscinio,,contact@suscinio.fr,,,,,,,,,,,,False,
https://data.datatourisme.fr/47/02195e77-ffa4-31ea-94aa-f4440b1e70df,2022-05-20,camping vitalys domaine elysée,accommodation camping campingandcaravanning lodgingbusiness,domaine-elysee@odalys-vacances.com,+33 4 66 35 73 35,,odalys-vacances.com,https://data.datatourisme.fr/e900ea22-f191-39f5-84c7-0f5355f1b3bf,gard tourisme,30240,980 route de l'espiguette,le grau-du-roi,gard,30,occitanie,True,"43.516130,4.148337"
https://data.datatourisme.fr/47/02c20900-9616-377d-a429-0d0a0c739b5d,2022-05-20,restaurant le capriska,foodestablishment restaurant,,+33 4 66 53 42 88,,restaurant-lecapriska.com,https://data.datatourisme.fr/e900ea22-f191-39f5-84c7-0f5355f1b3bf,gard tourisme,30240,1160 boulevard du boucanet le paracals,le grau-du-roi,gard,30,occitanie,True,"43.549580,4.122188"
https://data.datatourisme.fr/6/02727406-9021-3173-a68d-82515739140b,2022-07-22,maison & laboratoire de louis pasteur,culturalsite,maisonarbois@terredelouispasteur.fr,+33 3 84 66 11 72,,terredelouispasteur.fr,https://data.datatourisme.fr/0f232c28-833c-38b8-a5fa-94dca0c04925,bourgogne-franche-comté tourisme,39600,39600 83 rue de courcelles,arbois,jura,39,bourgogne-franche-comté,True,"46.906564,5.769544"
https://data.datatourisme.fr/21/03100133-238a-3b02-b7f4-d6704eed0542,2022-07-02,les fermes du moyen-âge,culturalsite localbusiness museum,puydarrel@gmail.com,+33 5 55 28 31 30,,fermesdumoyenage.com,https://data.datatourisme.fr/88ae3811-2192-31ee-8dc5-320d93de1273,haute vienne tourisme,19220,,saint-julien-aux-bois,corrèze,19,nouvelle-aquitaine,True,"45.134230,2.129534"
https://data.datatourisme.fr/21/03100133-238a-3b02-b7f4-d6704eed0542,,les fermes du moyen-âge,,,+33 6 87 49 34 53,,,,,,,,,,,False,
